wavenumber,intensity
1305.5500,418.0000
1307.8700,402.0000
1310.1900,401.0000
1312.5100,424.0000
1314.8300,426.0000
1317.1400,412.0000
1319.4600,422.0000
1321.7700,409.0000
1324.0800,399.0000
1326.3900,411.0000
1328.7000,415.0000
1331.0000,427.0000
1333.3100,415.0000
1335.6100,450.0000
1337.9200,465.0000
1340.2200,430.0000
1342.5200,430.0000
1344.8200,416.0000
1347.1100,403.0000
1349.4100,419.0000
1351.7000,425.0000
1354.0000,438.0000
1356.2900,449.0000
1358.5800,425.0000
1360.8700,411.0000
1363.1600,409.0000
1365.4400,402.0000
1367.7300,400.0000
1370.0100,406.0000
1372.2900,415.0000
1374.5800,423.0000
1376.8500,423.0000
1379.1300,418.0000
1381.4100,437.0000
1383.6900,431.0000
1385.9600,410.0000
1388.2300,410.0000
1390.5000,412.0000
1392.7700,416.0000
1395.0400,407.0000
1397.3100,402.0000
1399.5800,404.0000
1401.8400,416.0000
1404.1000,416.0000
1406.3700,394.0000
1408.6300,393.0000
1410.8900,406.0000
1413.1400,398.0000
1415.4000,408.0000
1417.6600,420.0000
1419.9100,419.0000
1422.1600,435.0000
1424.4100,413.0000
1426.6600,387.0000
1428.9100,418.0000
1431.1600,429.0000
1433.4000,416.0000
1435.6500,447.0000
1437.8900,444.0000
1440.1300,400.0000
1442.3700,392.0000
1444.6100,398.0000
1446.8500,399.0000
1449.0900,401.0000
1451.3200,406.0000
1453.5600,399.0000
1455.7900,399.0000
1458.0200,412.0000
1460.2500,430.0000
1462.4800,404.0000
1464.7100,394.0000
1466.9300,404.0000
1469.1600,397.0000
1471.3800,409.0000
1473.6000,405.0000
1475.8200,398.0000
1478.0400,398.0000
1480.2600,394.0000
1482.4700,381.0000
1484.6900,382.0000
1486.9000,390.0000
1489.1200,406.0000
1491.3300,402.0000
1493.5400,381.0000
1495.7500,407.0000
1497.9500,414.0000
1500.1600,392.0000
1502.3600,391.0000
1504.5700,395.0000
1506.7700,408.0000
1508.9700,408.0000
1511.1700,373.0000
1513.3700,380.0000
1515.5700,401.0000
1517.7600,385.0000
1519.9500,396.0000
1522.1500,413.0000
1524.3400,496.0000
1526.5300,493.0000
1528.7200,395.0000
1530.9100,387.0000
1533.0900,387.0000
1535.2800,389.0000
1537.4600,408.0000
1539.6400,411.0000
1541.8300,411.0000
1544.0100,417.0000
1546.1800,402.0000
1548.3600,392.0000
1550.5400,462.0000
1552.7100,461.0000
1554.8900,391.0000
1557.0600,478.0000
1559.2300,471.0000
1561.4000,393.0000
1563.5700,404.0000
1565.7300,417.0000
1567.9000,403.0000
1570.0600,396.0000
1572.2300,407.0000
1574.3900,393.0000
1576.5500,382.0000
1578.7100,382.0000
1580.8700,396.0000
1583.0200,393.0000
1585.1800,396.0000
1587.3300,407.0000
1589.4900,396.0000
1591.6400,393.0000
1593.7900,407.0000
1595.9400,400.0000
1598.0800,398.0000
1600.2300,407.0000
1602.3800,405.0000
1604.5200,402.0000
1606.6600,400.0000
1608.8000,414.0000
1610.9400,423.0000
1613.0800,406.0000
1615.2200,402.0000
1617.3600,405.0000
1619.4900,388.0000
1621.6200,394.0000
1623.7600,406.0000
1625.8900,411.0000
1628.0200,399.0000
1630.1500,395.0000
1632.2700,403.0000
1634.4000,399.0000
1636.5300,426.0000
1638.6500,412.0000
1640.7700,380.0000
1642.8900,402.0000
1645.0100,459.0000
1647.1300,460.0000
1649.2500,404.0000
1651.3600,407.0000
1653.4800,402.0000
1655.5900,386.0000
1657.7100,396.0000
1659.8200,408.0000
1661.9300,403.0000
1664.0400,408.0000
1666.1400,409.0000
1668.2500,380.0000
1670.3500,393.0000
1672.4600,405.0000
1674.5600,408.0000
1676.6600,402.0000
1678.7600,388.0000
1680.8600,404.0000
1682.9600,400.0000
1685.0500,389.0000
1687.1500,392.0000
1689.2400,377.0000
1691.3300,389.0000
1693.4200,407.0000
1695.5100,398.0000
1697.6000,398.0000
1699.6900,386.0000
1701.7800,392.0000
1703.8600,378.0000
1705.9500,381.0000
1708.0300,402.0000
1710.1100,389.0000
1712.1900,384.0000
1714.2700,394.0000
1716.3500,392.0000
1718.4200,404.0000
1720.5000,407.0000
1722.5700,388.0000
1724.6400,466.0000
1726.7200,467.0000
1728.7900,393.0000
1730.8500,387.0000
1732.9200,390.0000
1734.9900,390.0000
1737.0500,390.0000
1739.1200,393.0000
1741.1800,379.0000
1743.2400,381.0000
1745.3000,380.0000
1747.3600,373.0000
1749.4200,367.0000
1751.4800,389.0000
1753.5300,401.0000
1755.5900,389.0000
1757.6400,387.0000
1759.6900,375.0000
1761.7400,386.0000
1763.7900,384.0000
1765.8400,365.0000
1767.8900,367.0000
1769.9300,366.0000
1771.9800,378.0000
1774.0200,397.0000
1776.0700,394.0000
1778.1100,380.0000
1780.1500,370.0000
1782.1900,384.0000
1784.2200,402.0000
1786.2600,379.0000
1788.2900,372.0000
1790.3300,395.0000
1792.3600,392.0000
1794.3900,374.0000
1796.4200,361.0000
1798.4500,388.0000
1800.4800,384.0000
1802.5100,352.0000
1804.5300,372.0000
1806.5600,396.0000
1808.5800,386.0000
1810.6000,367.0000
1812.6200,356.0000
1814.6400,347.0000
1816.6600,360.0000
1818.6800,381.0000
1820.6900,373.0000
1822.7100,360.0000
1824.7200,380.0000
1826.7300,380.0000
1828.7500,349.0000
1830.7600,348.0000
1832.7600,381.0000
1834.7700,394.0000
1836.7800,377.0000
1838.7800,362.0000
1840.7900,366.0000
1842.7900,378.0000
1844.7900,375.0000
1846.7900,359.0000
1848.7900,380.0000
1850.7900,401.0000
1852.7900,374.0000
1854.7900,353.0000
1856.7800,361.0000
1858.7700,383.0000
1860.7700,380.0000
1862.7600,376.0000
1864.7500,404.0000
1866.7400,402.0000
1868.7200,368.0000
1870.7100,363.0000
1872.7000,376.0000
1874.6800,402.0000
1876.6600,399.0000
1878.6500,378.0000
1880.6300,371.0000
1882.6100,377.0000
1884.5900,380.0000
1886.5600,372.0000
1888.5400,379.0000
1890.5100,365.0000
1892.4900,372.0000
1894.4600,378.0000
1896.4300,385.0000
1898.4000,392.0000
1900.3700,389.0000
1902.3400,398.0000
1904.3100,400.0000
1906.2700,389.0000
1908.2400,372.0000
1910.2000,390.0000
1912.1600,392.0000
1914.1200,374.0000
1916.0800,368.0000
1918.0400,378.0000
1920.0000,387.0000
1921.9600,386.0000
1923.9100,382.0000
1925.8700,379.0000
1927.8200,380.0000
1929.7700,376.0000
1931.7200,383.0000
1933.6700,400.0000
1935.6200,397.0000
1937.5700,385.0000
1939.5200,392.0000
1941.4600,370.0000
1943.4100,366.0000
1945.3500,383.0000
1947.2900,383.0000
1949.2300,379.0000
1951.1700,379.0000
1953.1100,397.0000
1955.0500,398.0000
1956.9800,383.0000
1958.9200,387.0000
1960.8500,388.0000
1962.7900,381.0000
1964.7200,470.0000
1966.6500,465.0000
1968.5800,376.0000
1970.5100,396.0000
1972.4300,417.0000
1974.3600,427.0000
1976.2800,402.0000
1978.2100,388.0000
1980.1300,404.0000
1982.0500,390.0000
1983.9700,383.0000
1985.8900,381.0000
1987.8100,395.0000
1989.7300,407.0000
1991.6400,392.0000
1993.5600,392.0000
1995.4700,400.0000
1997.3900,408.0000
1999.3000,401.0000
2001.2100,384.0000
2003.1200,385.0000
2005.0200,384.0000
2006.9300,394.0000
2008.8400,403.0000
2010.7400,407.0000
2012.6500,445.0000
2014.5500,427.0000
2016.4500,381.0000
2018.3500,395.0000
2020.2500,404.0000
2022.1500,409.0000
2024.0500,408.0000
2025.9400,387.0000
2027.8400,389.0000
2029.7300,397.0000
2031.6300,397.0000
2033.5200,395.0000
2035.4100,383.0000
2037.3000,371.0000
2039.1900,374.0000
2041.0700,385.0000
2042.9600,389.0000
2044.8400,388.0000
2046.7300,376.0000
2048.6100,388.0000
2050.4900,400.0000
2052.3800,381.0000
2054.2500,377.0000
2056.1300,385.0000
2058.0100,396.0000
2059.8900,417.0000
2061.7600,413.0000
2063.6400,381.0000
2065.5100,391.0000
2067.3800,417.0000
2069.2500,389.0000
2071.1200,408.0000
2072.9900,414.0000
2074.8600,365.0000
2076.7300,375.0000
2078.5900,384.0000
2080.4600,388.0000
2082.3200,381.0000
2084.1800,379.0000
2086.0500,388.0000
2087.9100,373.0000
2089.7700,365.0000
2091.6200,383.0000
2093.4800,413.0000
2095.3400,385.0000
2097.1900,361.0000
2099.0500,380.0000
2100.9000,370.0000
2102.7500,355.0000
2104.6000,361.0000
2106.4500,373.0000
2108.3000,389.0000
2110.1500,384.0000
2112.0000,362.0000
2113.8400,363.0000
2115.6900,388.0000
2117.5300,386.0000
2119.3700,374.0000
2121.2100,370.0000
2123.0500,365.0000
2124.8900,375.0000
2126.7300,377.0000
2128.5700,382.0000
2130.4000,397.0000
2132.2400,384.0000
2134.0700,361.0000
2135.9100,367.0000
2137.7400,366.0000
2139.5700,381.0000
2141.4000,389.0000
2143.2300,376.0000
2145.0500,373.0000
2146.8800,384.0000
2148.7100,397.0000
2150.5300,377.0000
2152.3500,359.0000
2154.1800,366.0000
2156.0000,361.0000
2157.8200,352.0000
2159.6400,346.0000
2161.4600,348.0000
2163.2700,377.0000
2165.0900,373.0000
2166.9100,377.0000
2168.7200,383.0000
2170.5300,366.0000
2172.3400,365.0000
2174.1600,368.0000
2175.9700,365.0000
2177.7700,368.0000
2179.5800,372.0000
2181.3900,375.0000
2183.2000,374.0000
2185.0000,356.0000
2186.8000,360.0000
2188.6100,369.0000
2190.4100,369.0000
2192.2100,369.0000
2194.0100,384.0000
2195.8100,374.0000
2197.6100,362.0000
2199.4000,402.0000
2201.2000,469.0000
2202.9900,452.0000
2204.7900,371.0000
2206.5800,355.0000
2208.3700,362.0000
2210.1600,369.0000
2211.9500,357.0000
2213.7400,360.0000
2215.5300,371.0000
2217.3200,357.0000
2219.1000,370.0000
2220.8900,379.0000
2222.6700,371.0000
2224.4500,389.0000
2226.2300,385.0000
2228.0100,377.0000
2229.7900,373.0000
2231.5700,366.0000
2233.3500,435.0000
2235.1300,445.0000
2236.9000,372.0000
2238.6800,365.0000
2240.4500,369.0000
2242.2200,392.0000
2243.9900,405.0000
2245.7600,367.0000
2247.5300,409.0000
2249.3000,411.0000
2251.0700,364.0000
2252.8400,366.0000
2254.6000,382.0000
2256.3700,393.0000
2258.1300,386.0000
2259.8900,399.0000
2261.6600,469.0000
2263.4200,472.0000
2265.1800,395.0000
2266.9300,376.0000
2268.6900,384.0000
2270.4500,378.0000
2272.2000,384.0000
2273.9600,391.0000
2275.7100,374.0000
2277.4700,365.0000
2279.2200,372.0000
2280.9700,387.0000
2282.7200,382.0000
2284.4700,372.0000
2286.2200,381.0000
2287.9600,384.0000
2289.7100,380.0000
2291.4500,549.0000
2293.2000,555.0000
2294.9400,372.0000
2296.6800,384.0000
2298.4200,400.0000
2300.1600,387.0000
2301.9000,388.0000
2303.6400,389.0000
2305.3800,437.0000
2307.1100,448.0000
2308.8500,391.0000
2310.5800,368.0000
2312.3200,365.0000
